attack_type,security_tools_used,industry
Phishing,DMARC,Energy
Cross-Site Scripting,WAF,Manufacturing
Phishing,Email Filtering,Energy
Phishing,MFA,Healthcare
Phishing,Email Filtering,Manufacturing
Phishing,MFA,Retail
Ransomware,EDR,Transportation
Business Email Compromise,Email Filtering,Finance
Ransomware,Offline Backups,Transportation
DDoS,CDN Scrubbing,Finance
Phishing,MFA,Finance
Malware,SIEM,Manufacturing
Credential Stuffing,MFA,Manufacturing
Ransomware,EDR,Retail
Phishing,DMARC,Manufacturing
Malware,EDR,Utilities
Malware,SIEM,Healthcare
SQL Injection,Database Firewall,Technology
Malware,EDR,Manufacturing
Supply Chain Compromise,Firewall,Technology
Phishing,Email Filtering,Healthcare
Phishing,Email Filtering,Energy
DDoS,Firewall,Manufacturing
Credential Stuffing,SIEM,Technology
Ransomware,EDR,Government
Phishing,Email Filtering,Education
Cross-Site Scripting,WAF,Transportation
Zero-Day Exploit,EDR,Manufacturing
Ransomware,Antivirus,Manufacturing
Phishing,Email Filtering,Healthcare
Supply Chain Compromise,SIEM,Transportation
SQL Injection,WAF,Transportation
Ransomware,Antivirus,Finance
Supply Chain Compromise,EDR,Government
Credential Stuffing,Account Lockout,Technology
Business Email Compromise,MFA,Education
DDoS,Firewall,Manufacturing
Ransomware,Offline Backups,Energy
Cross-Site Scripting,WAF,Technology
Zero-Day Exploit,IDS,Technology
DDoS,CDN Scrubbing,Finance
Cross-Site Scripting,WAF,Technology
Malware,EDR,Energy
Phishing,MFA,Healthcare
Malware,EDR,Manufacturing
Credential Stuffing,MFA,Retail
Phishing,Email Filtering,Government
Cross-Site Scripting,Content Security Policy,Finance
Credential Stuffing,MFA,Retail
Ransomware,EDR,Technology
Brute Force,SIEM,Energy
Malware,Antivirus,Retail
Zero-Day Exploit,Firewall,Transportation
Cross-Site Scripting,WAF,Finance
Phishing,MFA,Retail
Business Email Compromise,Email Filtering,Finance
Ransomware,Antivirus,Finance
SQL Injection,SIEM,Manufacturing
Credential Stuffing,MFA,Technology
Phishing,MFA,Healthcare
Credential Stuffing,Account Lockout,Transportation
Ransomware,Antivirus,Education
Cross-Site Scripting,Content Security Policy,Technology
Brute Force,Account Lockout,Manufacturing
Phishing,Email Filtering,Technology
Phishing,MFA,Utilities
Zero-Day Exploit,SIEM,Manufacturing
SQL Injection,WAF,Education
Malware,IDS,Manufacturing
Malware,EDR,Finance
Brute Force,Account Lockout,Energy
Cross-Site Scripting,SIEM,Finance
SQL Injection,WAF,Manufacturing
Business Email Compromise,Email Filtering,Utilities
Business Email Compromise,DMARC,Energy
Insider Threat,SIEM,Manufacturing
Cross-Site Scripting,Content Security Policy,Finance
Phishing,MFA,Retail
Ransomware,Offline Backups,Finance
Malware,EDR,Technology
Malware,EDR,Energy
Phishing,Email Filtering,Healthcare
DDoS,Firewall,Healthcare
Brute Force,MFA,Finance
DDoS,DDoS Mitigation,Manufacturing
Phishing,MFA,Manufacturing
Phishing,MFA,Transportation
Phishing,Email Filtering,Technology
Malware,Antivirus,Finance
Phishing,MFA,Utilities
Credential Stuffing,MFA,Utilities
Phishing,Email Filtering,Government
Ransomware,EDR,Finance
Ransomware,SIEM,Healthcare
Brute Force,MFA,Manufacturing
Phishing,MFA,Manufacturing
DDoS,Firewall,Technology
Zero-Day Exploit,Firewall,Healthcare
DDoS,DDoS Mitigation,Energy
Ransomware,SIEM,Education
Malware,Antivirus,Finance
Business Email Compromise,MFA,Retail
Malware,Antivirus,Finance
Phishing,Email Filtering,Manufacturing
Malware,Antivirus,Energy
Credential Stuffing,SIEM,Manufacturing
SQL Injection,WAF,Retail
Phishing,MFA,Manufacturing
DDoS,DDoS Mitigation,Government
Cross-Site Scripting,Content Security Policy,Retail
Phishing,DMARC,Healthcare
SQL Injection,SIEM,Government
SQL Injection,WAF,Government
Credential Stuffing,MFA,Finance
DDoS,DDoS Mitigation,Finance
Phishing,SIEM,Manufacturing
Ransomware,Offline Backups,Technology
SQL Injection,WAF,Retail
Phishing,SIEM,Manufacturing
Cross-Site Scripting,WAF,Technology
Ransomware,Antivirus,Technology
Phishing,Email Filtering,Retail
Phishing,Email Filtering,Technology
Ransomware,Antivirus,Education
DDoS,DDoS Mitigation,Energy
Ransomware,EDR,Finance
Malware,EDR,Retail
Phishing,Email Filtering,Healthcare
Phishing,MFA,Finance
Phishing,Email Filtering,Finance
SQL Injection,WAF,Healthcare
Credential Stuffing,Account Lockout,Energy
Phishing,Email Filtering,Finance
Malware,EDR,Technology
Phishing,DMARC,Healthcare
Phishing,DMARC,Education
SQL Injection,WAF,Healthcare
Phishing,MFA,Manufacturing
Cross-Site Scripting,Content Security Policy,Manufacturing
Business Email Compromise,Email Filtering,Energy
Phishing,MFA,Healthcare
DDoS,Firewall,Retail
Business Email Compromise,MFA,Utilities
Business Email Compromise,DMARC,Healthcare
Business Email Compromise,DMARC,Retail
Phishing,Email Filtering,Finance
Phishing,DMARC,Manufacturing
Ransomware,EDR,Healthcare
Cross-Site Scripting,WAF,Manufacturing
Phishing,IDS,Healthcare
Business Email Compromise,MFA,Energy
Credential Stuffing,MFA,Healthcare
Phishing,DMARC,Manufacturing
Ransomware,Offline Backups,Education
Malware,EDR,Education
Phishing,DMARC,Finance
Ransomware,EDR,Technology
Credential Stuffing,MFA,Energy
Cross-Site Scripting,SIEM,Manufacturing
Brute Force,MFA,Finance
Cross-Site Scripting,WAF,Manufacturing
Malware,EDR,Energy
Ransomware,EDR,Government
Malware,IDS,Education
Supply Chain Compromise,EDR,Transportation
Phishing,Email Filtering,Government
Ransomware,Antivirus,Healthcare
Phishing,DMARC,Finance
Ransomware,Antivirus,Transportation
Phishing,DMARC,Manufacturing
SQL Injection,Database Firewall,Manufacturing
Ransomware,Offline Backups,Government
Ransomware,Antivirus,Retail
DDoS,DDoS Mitigation,Technology
Malware,Antivirus,Manufacturing
Phishing,Email Filtering,Government
Ransomware,Offline Backups,Healthcare
Phishing,MFA,Education
Zero-Day Exploit,IDS,Finance
Malware,Antivirus,Government
Phishing,DMARC,Manufacturing
Business Email Compromise,MFA,Retail
Ransomware,Offline Backups,Transportation
Ransomware,Antivirus,Healthcare
Ransomware,Antivirus,Government
Phishing,SIEM,Technology
Ransomware,EDR,Manufacturing
Malware,Antivirus,Education
Ransomware,EDR,Technology
Cross-Site Scripting,WAF,Healthcare
Malware,IDS,Government
Brute Force,Account Lockout,Manufacturing
Cross-Site Scripting,SIEM,Finance
Credential Stuffing,IDS,Manufacturing
Brute Force,Account Lockout,Transportation
Malware,SIEM,Education
Malware,Antivirus,Retail
Phishing,Email Filtering,Finance
Business Email Compromise,DMARC,Government
DDoS,CDN Scrubbing,Retail
Business Email Compromise,DMARC,Technology
Business Email Compromise,DMARC,Manufacturing
Phishing,IDS,Energy
Phishing,DMARC,Retail
SQL Injection,SIEM,Healthcare
Credential Stuffing,Account Lockout,Technology
Ransomware,EDR,Government
DDoS,DDoS Mitigation,Retail
Phishing,DMARC,Education
Business Email Compromise,DMARC,Manufacturing
Ransomware,SIEM,Retail
Credential Stuffing,Account Lockout,Technology
DDoS,Firewall,Healthcare
Malware,Antivirus,Education
Phishing,Email Filtering,Technology
Phishing,Email Filtering,Technology
Ransomware,SIEM,Healthcare
Malware,EDR,Government
Credential Stuffing,MFA,Technology
Brute Force,MFA,Technology
DDoS,DDoS Mitigation,Retail
Ransomware,SIEM,Finance
DDoS,DDoS Mitigation,Utilities
DDoS,DDoS Mitigation,Healthcare
Zero-Day Exploit,SIEM,Transportation
Supply Chain Compromise,Firewall,Finance
Ransomware,Antivirus,Manufacturing
Ransomware,SIEM,Retail
Insider Threat,IDS,Technology
Malware,Antivirus,Education
Phishing,DMARC,Technology
Malware,EDR,Manufacturing
Credential Stuffing,MFA,Retail
DDoS,DDoS Mitigation,Healthcare
Ransomware,Antivirus,Finance
DDoS,CDN Scrubbing,Healthcare
Phishing,MFA,Healthcare
SQL Injection,Database Firewall,Finance
Phishing,Email Filtering,Finance
Malware,Antivirus,Utilities
Malware,Antivirus,Finance
SQL Injection,WAF,Finance
Malware,EDR,Energy
Credential Stuffing,IDS,Manufacturing
Brute Force,Account Lockout,Transportation
Ransomware,Antivirus,Healthcare
Ransomware,Antivirus,Energy
Phishing,MFA,Finance
Brute Force,SIEM,Energy
Phishing,DMARC,Technology
Phishing,DMARC,Energy
Cross-Site Scripting,WAF,Transportation
Brute Force,Account Lockout,Healthcare
Business Email Compromise,Email Filtering,Retail
Phishing,MFA,Healthcare
Phishing,MFA,Retail
Credential Stuffing,MFA,Education
SQL Injection,Database Firewall,Retail
Ransomware,Antivirus,Government
Phishing,Email Filtering,Education
DDoS,WAF,Retail
Supply Chain Compromise,IDS,Healthcare
Supply Chain Compromise,SIEM,Retail
DDoS,WAF,Education
Malware,Antivirus,Government
Cross-Site Scripting,Content Security Policy,Healthcare
Brute Force,Account Lockout,Education
Business Email Compromise,DMARC,Education
Credential Stuffing,Account Lockout,Healthcare
Malware,Antivirus,Technology
Ransomware,Antivirus,Manufacturing
SQL Injection,WAF,Education
SQL Injection,Database Firewall,Finance
Ransomware,EDR,Healthcare
Phishing,SIEM,Healthcare
Ransomware,EDR,Finance
Ransomware,SIEM,Transportation
Supply Chain Compromise,SIEM,Technology
Phishing,MFA,Utilities
DDoS,CDN Scrubbing,Government
Ransomware,Antivirus,Retail
Ransomware,Offline Backups,Manufacturing
Phishing,Email Filtering,Manufacturing
Phishing,Email Filtering,Government
Phishing,Email Filtering,Manufacturing
Ransomware,EDR,Finance
Ransomware,EDR,Finance
Ransomware,Offline Backups,Government
Ransomware,Antivirus,Finance
Supply Chain Compromise,EDR,Healthcare
Credential Stuffing,MFA,Government
Credential Stuffing,IDS,Government
Ransomware,Offline Backups,Manufacturing
SQL Injection,WAF,Finance
Phishing,MFA,Manufacturing
DDoS,Firewall,Manufacturing
Supply Chain Compromise,SIEM,Manufacturing
Business Email Compromise,MFA,Government
Zero-Day Exploit,SIEM,Finance
Phishing,Email Filtering,Finance
Malware,Antivirus,Healthcare
Brute Force,MFA,Manufacturing
Cross-Site Scripting,Content Security Policy,Healthcare
Phishing,MFA,Healthcare
Phishing,Email Filtering,Energy
Business Email Compromise,Email Filtering,Manufacturing
Insider Threat,IDS,Healthcare
Malware,EDR,Manufacturing
Credential Stuffing,MFA,Government
Phishing,DMARC,Manufacturing
SQL Injection,SIEM,Manufacturing
Phishing,Email Filtering,Finance
Ransomware,EDR,Finance
Malware,EDR,Technology
Credential Stuffing,MFA,Energy
Phishing,Email Filtering,Finance
SQL Injection,WAF,Manufacturing
SQL Injection,SIEM,Healthcare
Phishing,DMARC,Government
Phishing,MFA,Manufacturing
Phishing,MFA,Energy
Malware,Antivirus,Finance
Zero-Day Exploit,Firewall,Healthcare
Supply Chain Compromise,EDR,Healthcare
Malware,EDR,Healthcare
SQL Injection,WAF,Manufacturing
DDoS,DDoS Mitigation,Finance
Brute Force,Account Lockout,Healthcare
Phishing,DMARC,Education
DDoS,CDN Scrubbing,Manufacturing
Phishing,MFA,Technology
Malware,EDR,Government
Ransomware,Offline Backups,Government
Phishing,IDS,Healthcare
Phishing,Email Filtering,Transportation
Ransomware,EDR,Transportation
Ransomware,EDR,Technology
Business Email Compromise,DMARC,Technology
Malware,EDR,Healthcare
Phishing,MFA,Technology
Ransomware,Antivirus,Government
DDoS,CDN Scrubbing,Finance
Credential Stuffing,Account Lockout,Education
Phishing,MFA,Technology
Ransomware,Offline Backups,Retail
Phishing,DMARC,Government
Cross-Site Scripting,WAF,Healthcare
Phishing,Email Filtering,Education
Supply Chain Compromise,EDR,Finance
Cross-Site Scripting,WAF,Finance
Ransomware,Antivirus,Manufacturing
Brute Force,Account Lockout,Energy
Cross-Site Scripting,SIEM,Finance
Brute Force,Account Lockout,Healthcare
Phishing,MFA,Healthcare
Phishing,MFA,Technology
Credential Stuffing,MFA,Energy
Phishing,MFA,Energy
Supply Chain Compromise,Offline Backups,Finance
Ransomware,EDR,Government
SQL Injection,WAF,Finance
SQL Injection,WAF,Manufacturing
Phishing,MFA,Healthcare
Brute Force,MFA,Healthcare
Ransomware,Offline Backups,Healthcare
Phishing,Email Filtering,Education
Malware,Antivirus,Manufacturing
Ransomware,Antivirus,Manufacturing
Malware,Antivirus,Energy
Phishing,MFA,Manufacturing
Supply Chain Compromise,Firewall,Manufacturing
Phishing,Email Filtering,Retail
Business Email Compromise,MFA,Manufacturing
Phishing,DMARC,Technology
DDoS,DDoS Mitigation,Healthcare
Ransomware,Offline Backups,Transportation
Phishing,MFA,Manufacturing
Phishing,DMARC,Manufacturing
Malware,Antivirus,Government
Business Email Compromise,Email Filtering,Healthcare
DDoS,WAF,Finance
Ransomware,EDR,Manufacturing
Malware,IDS,Utilities
DDoS,DDoS Mitigation,Retail
Ransomware,EDR,Retail
Insider Threat,Account Lockout,Government
Supply Chain Compromise,IDS,Technology
Insider Threat,Account Lockout,Technology
SQL Injection,Database Firewall,Technology
Zero-Day Exploit,IDS,Government
Zero-Day Exploit,IDS,Manufacturing
Phishing,MFA,Healthcare
Brute Force,MFA,Government
Cross-Site Scripting,WAF,Manufacturing
Phishing,MFA,Transportation
SQL Injection,Database Firewall,Finance
Brute Force,MFA,Manufacturing
Phishing,Email Filtering,Manufacturing
DDoS,WAF,Healthcare
Ransomware,Antivirus,Manufacturing
Malware,Antivirus,Finance
DDoS,DDoS Mitigation,Energy
DDoS,CDN Scrubbing,Manufacturing
Credential Stuffing,Account Lockout,Manufacturing
Phishing,MFA,Manufacturing
Credential Stuffing,Account Lockout,Manufacturing
Ransomware,Antivirus,Healthcare
Credential Stuffing,MFA,Technology
Malware,EDR,Government
Ransomware,Offline Backups,Manufacturing
DDoS,DDoS Mitigation,Healthcare
Phishing,Email Filtering,Manufacturing
Ransomware,SIEM,Utilities
DDoS,DDoS Mitigation,Retail
Ransomware,EDR,Manufacturing
Ransomware,EDR,Manufacturing
Malware,Antivirus,Healthcare
Phishing,MFA,Government
Phishing,Email Filtering,Utilities
SQL Injection,WAF,Healthcare
Credential Stuffing,Account Lockout,Energy
Ransomware,SIEM,Energy
Ransomware,SIEM,Retail
Brute Force,Account Lockout,Finance
Phishing,Email Filtering,Education
Ransomware,EDR,Retail
Phishing,Email Filtering,Finance
Brute Force,Account Lockout,Finance
Supply Chain Compromise,SIEM,Government
SQL Injection,Database Firewall,Manufacturing
DDoS,CDN Scrubbing,Energy
Cross-Site Scripting,Content Security Policy,Energy
Ransomware,Antivirus,Technology
Cross-Site Scripting,Content Security Policy,Manufacturing
DDoS,DDoS Mitigation,Government
Supply Chain Compromise,SIEM,Education
Phishing,MFA,Finance
Phishing,DMARC,Government
Credential Stuffing,MFA,Government
Brute Force,Account Lockout,Healthcare
Ransomware,EDR,Manufacturing
Phishing,MFA,Education
Malware,Antivirus,Healthcare
Malware,IDS,Technology
DDoS,CDN Scrubbing,Education
Phishing,Email Filtering,Healthcare
Ransomware,EDR,Technology
Phishing,Email Filtering,Manufacturing
Cross-Site Scripting,WAF,Manufacturing
Phishing,DMARC,Retail
DDoS,Firewall,Transportation
Credential Stuffing,MFA,Manufacturing
Phishing,Email Filtering,Education
Credential Stuffing,MFA,Manufacturing
Phishing,MFA,Education
Malware,Antivirus,Education
Zero-Day Exploit,IDS,Manufacturing
Ransomware,Offline Backups,Healthcare
Malware,Antivirus,Healthcare
Phishing,MFA,Utilities
Ransomware,Antivirus,Healthcare
Malware,Antivirus,Finance
SQL Injection,WAF,Technology
Cross-Site Scripting,WAF,Finance
Credential Stuffing,IDS,Retail
Phishing,MFA,Technology
Supply Chain Compromise,EDR,Education
Credential Stuffing,MFA,Healthcare
Zero-Day Exploit,SIEM,Energy
DDoS,CDN Scrubbing,Finance
Zero-Day Exploit,IDS,Education
SQL Injection,WAF,Energy
SQL Injection,WAF,Government
Ransomware,EDR,Healthcare
Ransomware,Offline Backups,Healthcare
Phishing,Email Filtering,Education
Phishing,MFA,Manufacturing
Supply Chain Compromise,Firewall,Manufacturing
Credential Stuffing,MFA,Energy
Ransomware,Offline Backups,Energy
DDoS,DDoS Mitigation,Education
Phishing,Email Filtering,Government
DDoS,DDoS Mitigation,Energy
Ransomware,EDR,Manufacturing
DDoS,WAF,Finance
Phishing,Email Filtering,Education
Cross-Site Scripting,WAF,Education
SQL Injection,WAF,Education
Ransomware,Antivirus,Retail
Phishing,Email Filtering,Technology
Business Email Compromise,DMARC,Manufacturing
Cross-Site Scripting,WAF,Manufacturing
Supply Chain Compromise,Offline Backups,Manufacturing
Ransomware,EDR,Manufacturing
Business Email Compromise,SIEM,Finance
Ransomware,Offline Backups,Manufacturing
SQL Injection,WAF,Manufacturing
Ransomware,SIEM,Technology
Ransomware,EDR,Retail
Phishing,Email Filtering,Energy
Ransomware,SIEM,Technology
Phishing,SIEM,Technology
Malware,EDR,Finance
Ransomware,EDR,Finance
Business Email Compromise,MFA,Technology
Malware,EDR,Retail
DDoS,Firewall,Technology
SQL Injection,WAF,Manufacturing
Phishing,Email Filtering,Energy
Phishing,MFA,Healthcare
Supply Chain Compromise,SIEM,Government
Phishing,DMARC,Finance
Ransomware,Offline Backups,Government
Supply Chain Compromise,IDS,Manufacturing
Cross-Site Scripting,Content Security Policy,Healthcare
Phishing,Email Filtering,Technology
SQL Injection,WAF,Energy
Malware,Antivirus,Manufacturing
Credential Stuffing,MFA,Finance
Phishing,MFA,Energy
Ransomware,EDR,Manufacturing
Brute Force,SIEM,Manufacturing
Supply Chain Compromise,IDS,Technology
SQL Injection,WAF,Manufacturing
Phishing,DMARC,Manufacturing
Ransomware,EDR,Healthcare
Phishing,Email Filtering,Technology
Credential Stuffing,Account Lockout,Healthcare
Malware,Antivirus,Utilities
Supply Chain Compromise,Offline Backups,Technology
Malware,EDR,Finance
Phishing,DMARC,Technology
Business Email Compromise,DMARC,Manufacturing
SQL Injection,WAF,Technology
Phishing,MFA,Technology
Phishing,Email Filtering,Transportation
Ransomware,Antivirus,Education
Phishing,IDS,Manufacturing
Phishing,Email Filtering,Healthcare
Phishing,MFA,Finance
SQL Injection,Database Firewall,Retail
Phishing,Email Filtering,Technology
Ransomware,EDR,Retail
DDoS,DDoS Mitigation,Retail
Malware,IDS,Retail
Ransomware,EDR,Healthcare
Malware,Antivirus,Manufacturing
Phishing,MFA,Manufacturing
Ransomware,Antivirus,Technology
Business Email Compromise,Email Filtering,Technology
Malware,EDR,Manufacturing
Credential Stuffing,Account Lockout,Retail
Ransomware,EDR,Manufacturing
Phishing,Email Filtering,Healthcare
Zero-Day Exploit,SIEM,Healthcare
Business Email Compromise,Email Filtering,Finance
Phishing,DMARC,Government
Business Email Compromise,Email Filtering,Healthcare
Cross-Site Scripting,Content Security Policy,Energy
Phishing,Email Filtering,Technology
Phishing,MFA,Energy
Ransomware,EDR,Manufacturing
Phishing,Email Filtering,Technology
Phishing,MFA,Finance
Brute Force,Account Lockout,Finance
DDoS,DDoS Mitigation,Technology
Cross-Site Scripting,Content Security Policy,Healthcare
Brute Force,MFA,Finance
Ransomware,SIEM,Manufacturing
Ransomware,Antivirus,Technology
Malware,Antivirus,Manufacturing
DDoS,Firewall,Technology
Phishing,Email Filtering,Transportation
Credential Stuffing,Account Lockout,Technology
DDoS,DDoS Mitigation,Finance
Ransomware,Offline Backups,Finance
Brute Force,MFA,Healthcare
Business Email Compromise,DMARC,Manufacturing
Credential Stuffing,IDS,Healthcare
Malware,EDR,Finance
